,Latitude,Longitude,Stop_Name,Routes_Available,Stop_ID,census_block,census_blockgroup,census_tract,census_index
7529,38.861545,-77.09223,S GLEBE RD + COLUMBIA PIKE,"23A, 23B, 23T",6000233,4014,4,102302,1023024
7530,38.861381,-77.091758,COLUMBIA PIKE + S GLEBE RD,"16A, 16C, 16Cv1, 16E, 16G, 16H, 16Y",6000234,3008,3,102500,1025003
7531,38.861498,-77.063316,JOYCE ST EW + JOYCE ST NS,10A,6000235,3000,3,103501,1035013
7532,38.861792,-77.091876,S GLEBE RD + COLUMBIA PIKE,"23A, 23B, 23Bv1, 23T",6000236,3008,3,102500,1025003
7533,38.861894,-77.089282,COLUMBIA PIKE + S HIGHLAND ST,"16E, 16G, 16H",6000237,4002,4,103200,1032004
7534,38.862015,-77.087102,S WALTER REED DR + COLUMBIA PK,10B,6000238,4001,4,103200,1032004
7535,38.862048,-77.10306800000001,S GEORGE MASON DR + 8TH ST S,"22A, 22Av1, 22C",6000239,4003,4,102302,1023024
7536,38.862178,-77.088852,COLUMBIA PK + S HIGHLAND ST,"16E, 16G, 16H",6000240,3007,3,102500,1025003
7537,38.862511,-77.065765,S LYNN ST + 15TH ST S,10E,6000241,1004,1,103501,1035011
7538,38.862544,-77.086587,COLUMBIA PIKE + S EDGEWOOD ST,"16A, 16C, 16Cv1, 16E, 16G, 16H, 16Y, 16Yv1",6000242,4000,4,103200,1032004
7539,38.862586,-77.065483,S LYNN ST + 15TH ST S,10E,6000243,3000,3,103501,1035013
7540,38.862705,-77.086827,COLUMBIA PIKE + S WALTER REED DR,"16A, 16C, 16Cv1, 16E, 16G, 16H, 16Y",6000245,2009,2,102500,1025002
7541,38.863281,-77.084586,COLUMBIA PK + BARTON ST,"16A, 16C, 16Cv1, 16E, 16G, 16H, 16Y",6000249,2009,2,102500,1025002
7542,38.863337,-77.083573,COLUMBIA PIKE + S BARTON ST,"16A, 16C, 16Cv1, 16E, 16G, 16H, 16Y, 16Yv1",6000250,2002,2,103200,1032002
7543,38.863636,-77.10412099999999,S GEORGE MASON DR + 6TH ST S,"22A, 22C",6000251,3000,3,102302,1023023
7544,38.863624,-77.128776,S CARLIN SPRINGS RD + 3RD ST S,"25B, 25Bv1, 25Bv2",6000252,2025,2,102100,1021002
7545,38.863928,-77.087172,S WALTER REED DR + 9TH ST S,10B,6000253,2009,2,102500,1025002
7546,38.863841,-77.128922,S CARLIN SPRINGS RD + 3RD ST S,"25B, 25Bv1, 25Bv3",6000255,2014,2,102100,1021002
7547,38.864065999999994,-77.104085,S GEORGE MASON DR + 6TH ST S,"22A, 22Av1, 22C",6000257,2003,2,102301,1023012
7548,38.864087,-77.080506,COLUMBIA PIKE + S COURTHOUSE RD,"16A, 16C, 16Cv1, 16E, 16G, 16H",6000258,1001,1,103200,1032001
7549,38.864249,-77.081012,COLUMBIA PIKE + S VEITCH ST,"16A, 16C, 16Cv1, 16E, 16G, 16H",6000259,2011,2,102500,1025002
7550,38.864421,-77.065038,S LYNN ST + ARMY NAVY DR,10E,6000260,1004,1,103501,1035011
7551,38.864345,-77.087513,S WALTER REED DR + 9TH ST S,10B,6000261,3006,3,102500,1025003
7552,38.864502,-77.064872,S LYNN ST + ARMY NAVY DR,10E,6000262,2000,2,103501,1035012
7553,38.864834,-77.077844,COLUMBIA PIKE + S SCOTT ST,"16E, 16G, 16H",6000263,1000,1,103200,1032001
7554,38.864861,-77.092597,S GLEBE RD + 8TH ST S,"23A, 23B, 23T",6000265,4008,4,102302,1023024
7555,38.86493,-77.1052,S GEORGE MASON DR + 4TH ST S,"22A, 22Av1, 22C",6000266,2003,2,102301,1023012
7556,38.864939,-77.080398,S COURTHOUSE RD + COLUMBIA PIKE,"16Y, 16Yv1",6000267,1013,1,102500,1025001
7557,38.865107,-77.055247,ARMY NAVY DR + S EADS ST,"10A, 10E, 16A, 16C, 16Cv1, 16E",6000268,1135,1,980100,9801001
7558,38.86506,-77.128507,S CARLIN SPRINGS RD + 1ST ST S,"25B, 25Bv1, 25Bv2",6000269,2016,2,102100,1021002
7559,38.865082,-77.077492,COLUMBIA PK + S SCOTT ST,"16A, 16E, 16G, 16H",6000270,1013,1,102500,1025001
7560,38.865113,-77.105662,S GEORGE MASON DR + 4TH ST S,"22A, 22C",6000271,1001,1,102301,1023011
7561,38.865338,-77.058948,ARMY NAVY DR + S HAYES ST,"10A, 10E, 16E, 16G, 16H",6000273,1002,1,103502,1035021
7562,38.865582,-77.075599,COLUMBIA PIKE + S ROLFE ST,"16A, 16E, 16G, 16H",6000276,1013,1,102500,1025001
7563,38.865656,-77.12859300000001,S CARLIN SPRINGS RD + 1ST ST S,"25B, 25Bv1, 25Bv3",6000277,2014,2,102100,1021002
7564,38.865524,-77.092905,S GLEBE RD + 7TH ST S,"23A, 23B, 23Bv1, 23T",6000278,3009,3,102500,1025003
7565,38.86564,-77.087553,S WALTER REED DR + 8TH ST S,10B,6000280,2008,2,102500,1025002
7566,38.865777,-77.060051,ARMY NAVY DR + S HAYES ST,"10A, 10E, 16A, 16C, 16Cv1, 16E, 16G, 16H",6000281,1115,1,980100,9801001
7567,38.866053,-77.062235,ARMY NAVY DR + S JOYCE ST,"10E, 16A, 16C, 16Cv1, 16E, 16G, 16H",6000283,1115,1,980100,9801001
7568,38.865918,-77.087846,S WALTER REED DR + 8TH ST S,10B,6000284,3006,3,102500,1025003
7569,38.8661,-77.13448100000001,ARLINGTON BLVD + MANCHESTER ST,"4A, 4B",6000285,2012,2,102100,1021002
7570,38.866129,-77.128701,ARLINGTON BLVD + S CARLIN SPRINGS RD,"4A, 4B",6000286,2011,2,102100,1021002
7571,38.866402,-77.133938,ARLINGTON BLVD + MANCHESTER ST,"4A, 4B",6000287,1001,1,101200,1012001
7572,38.86647,-77.07146,COLUMBIA PIKE + S ORME ST,"16A, 16C, 16Cv1, 16E, 16G, 16H",6000288,1001,1,102500,1025001
7573,38.866481,-77.094841,S GLEBE RD + 6TH ST S,"23A, 23B, 23T",6000289,2000,2,102301,1023012
7574,38.866676,-77.122723,ARLINGTON BLVD + N GRANADA ST,"4A, 4B",6000290,6012,6,101300,1013006
7575,38.86658,-77.071731,COLUMBIA PK + S ORME ST,"16A, 16C, 16Cv1, 16E, 16G, 16H",6000291,1010,1,102500,1025001
7576,38.866557,-77.119097,ARLINGTON BLVD + S COLUMBUS ST,"4A, 4B",6000292,2006,2,102100,1021002
7577,38.866682,-77.128037,ARLINGTON BLVD + N CARLIN SPRINGS RD,"4A, 4B",6000293,1003,1,101200,1012001
7578,38.866535,-77.120694,ARLINGTON BLVD + EDISON ST,"4A, 4B",6000294,2007,2,102100,1021002
7579,38.866622,-77.094758,S GLEBE RD + 6TH ST S,"23A, 23B, 23Bv1, 23T",6000295,3009,3,102400,1024003
7580,38.866793,-77.120305,ARLINGTON BLVD + EDISON ST,"4A, 4B",6000296,6018,6,101300,1013006
7581,38.867019,-77.10647,S GEORGE MASON DR + ENTRANCE TO NATIONAL GUARD CENTER,"22A, 22Av1, 22C",6000298,2003,2,102301,1023012
7582,38.866827,-77.115372,ARLINGTON BLVD + PARK DR,4A,6000299,2031,2,102100,1021002
7583,38.866957,-77.116148,ARLINGTON BLVD + PARK DR,4A,6000301,3014,3,101300,1013003
7584,38.867069,-77.115988,N PARK DR + ARLINGTON BLVD,4B,6000302,3014,3,101300,1013003
7585,38.867069,-77.106854,S GEORGE MASON DR + ENTR TO NATL GUARD CTR,"22A, 22C",6000303,1001,1,102301,1023011
7586,38.867241,-77.0685,COLUMBIA PIKE + AIR FORCE MEMORIAL,"16E, 16G, 16H",6000304,1001,1,102500,1025001
7587,38.867505,-77.087884,S WALTER REED DR + 6TH ST S,10B,6000306,2003,2,102500,1025002
7588,38.867605,-77.116573,N PARK DR + 1ST ST N,4B,6000308,3002,3,101300,1013003
7589,38.867621,-77.096339,S GLEBE RD + S OLD GLEBE RD,"23A, 23B, 23Bv1, 23T",6000309,3005,3,102400,1024003
7590,38.867649,-77.11590600000001,N PARK DR + 1ST ST N,4B,6000310,3012,3,101300,1013003
7591,38.867762,-77.112721,ARLINGTON BLVD + N HENDERSON RD,4A,6000311,1003,1,102003,1020031
7592,38.867978,-77.09737700000001,S GLEBE RD + 3RD ST S,"23A, 23B, 23T",6000312,2002,2,102301,1023012
7593,38.86806,-77.110371,ARLINGTON BLVD + S PERSHING DR,4A,6000313,1000,1,102301,1023011
7594,38.868144,-77.127763,N CARLIN SPRINGS RD + N KENSINGTON ST,"25B, 25Bv1, 25Bv3",6000314,2012,2,101300,1013002
7595,38.868455,-77.127302,N CARLIN SPRINGS RD + N KENSINGTON ST,"25B, 25Bv1, 25Bv2",6000315,6005,6,101300,1013006
7596,38.868491,-77.10990699999999,ARLINGTON BLVD + N PERSHING DR,4A,6000316,1003,1,102003,1020031
7597,38.86857,-77.097144,2ND ST S + S GLEBE RD,10B,6000318,3006,3,102400,1024003
7598,38.868572,-77.09836,S GLEBE RD + 2ND ST S,"23A, 23B, 23T",6000319,2001,2,102301,1023012
7599,38.868809000000006,-77.098438,S GLEBE RD + 2ND ST S,"10B, 23A, 23B, 23Bv1, 23T",6000320,4008,4,102400,1024004
7600,38.868836,-77.096632,2ND ST S + S OLD GLEBE RD,10B,6000321,4006,4,102400,1024004
7601,38.868755,-77.106674,S GEORGE MASON DR + ARLINGTON BLVD,"22A, 22Av1, 22C",6000323,2003,2,102301,1023012
7602,38.868727,-77.107157,ARLINGTON BLVD + S GEORGE MASON DR,4A,6000324,1001,1,102301,1023011
7603,38.86878,-77.096204,2ND ST S + S OLD GLEBE RD,10B,6000325,3005,3,102400,1024003
7604,38.869095,-77.10805500000001,ARLINGTON BLVD + N GEORGE MASON DR,4A,6000326,1002,1,102003,1020031
7605,38.86909,-77.081389,S COURTHOUSE RD + 6TH ST,16Y,6000327,1008,1,102400,1024001
7606,38.869138,-77.064115,S JOYCE ST + COLUMBIA PIKE,"16E, 16G, 16H",6000328,1001,1,102500,1025001
7607,38.86927,-77.094926,2ND ST S + S JACKSON ST,10B,6000329,4006,4,102400,1024004
7608,38.869215999999994,-77.094603,2ND ST S + S JACKSON ST,10B,6000330,3005,3,102400,1024003
7609,38.869433,-77.06405500000001,S JOYCE ST + COLUMBIA PIKE,"16A, 16C, 16Cv1, 16E, 16G, 16H",6000331,1079,1,980100,9801001
7610,38.869444,-77.10712099999999,N GEORGE MASON DR + ARLINGTON BLVD,"22A, 22C",6000332,1002,1,102003,1020031
7611,38.869582,-77.104084,ARLINGTON BLVD S R + ARLINGTON HALL,4A,6000333,2000,2,102301,1023012
7612,38.869763,-77.106922,N GEORGE MASON DR + ARLINGTON BLVD,"22A, 22Av1, 22C",6000334,2009,2,102003,1020032
7613,38.869671999999994,-77.09277,2ND ST S + S IRVING ST,10B,6000335,3003,3,102400,1024003
7614,38.869855,-77.092495,2ND ST S + S IRVING ST,10B,6000336,4005,4,102400,1024004
7615,38.869813,-77.114981,N PARK DR + 2ND ST N,4B,6000337,3010,3,101300,1013003
7616,38.869793,-77.11250600000001,2ND ST N + N HENDERSON RD,4B,6000338,3008,3,101300,1013003
7617,38.869959,-77.10456500000001,ARLINGTON BLVD + N TRENTON ST,4A,6000339,2008,2,102003,1020032
7618,38.869943,-77.112882,2ND ST N + N WAKEFIELD ST,4B,6000340,3006,3,101300,1013003
7619,38.869986,-77.1145,2ND ST N + N PARK DR,4B,6000341,3011,3,101300,1013003
7620,38.869985,-77.100197,S GLEBE RD + S SERV RDWY ARL BLVD,"10B, 23A, 23B, 23T",6000342,2000,2,102301,1023012
7621,38.870016,-77.091397,2ND ST S + S HIGHLAND ST,10B,6000343,3002,3,102400,1024003
7622,38.870187,-77.091144,2ND ST S + S HIGHLAND ST,10B,6000344,4004,4,102400,1024004
7623,38.870185,-77.100009,S GLEBE RD + S SERV RDWY ARL BLVD,"10B, 23A, 23B, 23Bv1, 23T",6000345,4007,4,102400,1024004
7624,38.87066,-77.125136,N CARLIN SPRINGS RD + 2ND ST N,"25B, 25Bv1, 25Bv2",6000348,6004,6,101300,1013006
7625,38.870691,-77.125393,N CARLIN SPRINGS RD + N JEFFERSON ST,"25B, 25Bv1, 25Bv3",6000349,5010,5,101300,1013005
7626,38.870722,-77.088526,2ND ST S + S FILLMORE ST,10B,6000350,3000,3,102400,1024003
7627,38.870877,-77.099305,ARLINGTON BLVD + N GLEBE RD,4A,6000351,4007,4,102400,1024004
7628,38.871057,-77.111818,N HENDERSON RD + 3RD ST N,4B,6000352,1000,1,102003,1020031
7629,38.87113,-77.099283,ARLINGTON BLVD + N GLEBE RD,4A,6000353,2029,2,101900,1019002
7630,38.871375,-77.097184,ARLINGTON BLVD + COLUMBIA GARDENS CEMETERY,4A,6000355,4006,4,102400,1024004
7631,38.8714,-77.08169000000001,S COURTHOUSE RD + 2ND ST S,"16Y, 16Yv1",6000356,1007,1,102400,1024001
7632,38.871589,-77.123673,N CARLIN SPRINGS RD + N GALVESTON ST,"25B, 25Bv1, 25Bv2",6000357,6004,6,101300,1013006
7633,38.871589,-77.124222,N CARLIN SPRINGS RD + N HARRISON ST,"25B, 25Bv1, 25Bv3",6000358,5012,5,101300,1013005
7634,38.871676,-77.111801,N HENDERSON RD + 3RD ST N,4B,6000359,3006,3,101300,1013003
7635,38.871735,-77.09679,ARLINGTON BLVD + COLUMBIA GARDENS CEMETERY,4A,6000360,2018,2,101900,1019002
7636,38.871808,-77.081916,S COURTHOUSE RD + 2ND ST S,16Y,6000362,1005,1,102400,1024001
7637,38.871845,-77.107804,N PERSHING DR + N GEORGE MASON DR,4B,6000363,2002,2,102003,1020032
7638,38.872073,-77.10848,N GEORGE MASON DR + N PERSHING DR,"22A, 22Av1, 22C, 4B",6000364,2001,2,102003,1020032
7639,38.87206,-77.095489,ARLINGTON BLVD + N JACKSON ST,4A,6000365,2026,2,101900,1019002
7640,38.872237,-77.093719,ARLINGTON BLVD + IRVING ST,4A,6000367,4006,4,102400,1024004
7641,38.872304,-77.121606,N CARLIN SPRINGS RD + N GREENBRIER ST,"25B, 25Bv1, 25Bv2",6000368,6002,6,101300,1013006
7642,38.872347,-77.122028,N CARLIN SPRINGS RD + N GREENBRIER ST,"25B, 25Bv1, 25Bv3",6000369,5012,5,101300,1013005
7643,38.872622,-77.106827,N PERSHING DR + N THOMAS ST,4B,6000370,2002,2,102003,1020032
7644,38.872763,-77.111446,N HENDERSON RD + N GEORGE MASON DR,4B,6000371,3000,3,101300,1013003
7645,38.872712,-77.09300400000001,ARLINGTON BLVD + HUDSON ST,4A,6000372,2025,2,101900,1019002
7646,38.872743,-77.103408,N GLEBE RD + N PIEDMONT ST,"10B, 23A, 23B, 23Bv1, 23T",6000373,3007,3,102003,1020033
7647,38.872686,-77.09199699999999,ARLINGTON BLVD + HIGHLAND ST,4A,6000374,4004,4,102400,1024004
7648,38.872827,-77.106783,N PERSHING DR + N THOMAS ST,4B,6000375,2000,2,102003,1020032
7649,38.872941,-77.091087,ARLINGTON BLVD + GARFIELD ST,4A,6000376,4003,4,102400,1024004
7650,38.873263,-77.110889,N GEORGE MASON DR + N HENDERSON RD,"22A, 22Av1, 22C",6000377,1002,1,102001,1020011
7651,38.872994,-77.143288,WILSON BLVD + PATRICK HENRY DR,"1A, 1B",6000378,1011,1,101200,1012001
7652,38.873052,-77.110866,N GEORGE MASON DR + N HENDERSON RD,"22A, 22C, 4B",6000379,1000,1,102003,1020031
7653,38.873095,-77.119864,N CARLIN SPRINGS RD + N FREDERICK ST,"25B, 25Bv1, 25Bv3",6000380,5008,5,101300,1013005
7654,38.873183000000004,-77.143535,WILSON BLVD + PATRICK HENRY DR,"1A, 1B",6000381,2011,2,101200,1012002
7655,38.873222,-77.090907,ARLINGTON BLVD + GARFIELD ST,4A,6000382,4028,4,101803,1018034
7656,38.87328,-77.11876600000001,N CARLIN SPRINGS RD + N EDISON ST,"25B, 25Bv1, 25Bv2",6000383,6002,6,101300,1013006
7657,38.873439000000005,-77.146811,WILSON BLVD + N MCKINLEY RD,"1A, 1B",6000384,1011,1,101200,1012001
7658,38.873515000000005,-77.140328,WILSON BLVD + N LIVINGSTON ST,"1A, 1B",6000386,1000,1,101200,1012001
7659,38.873478000000006,-77.088723,ARLINGTON BLVD + FILLMORE ST,4A,6000387,2003,2,102400,1024002
7660,38.873532,-77.118535,N CARLIN SPRINGS RD + N EDISON ST,"25B, 25Bv1, 25Bv3",6000388,5013,5,101300,1013005
7661,38.873672,-77.105644,N PERSHING DR + N GLEBE RD,4B,6000389,2000,2,102003,1020032
7662,38.873598,-77.10547,N PERSHING DR + N GLEBE RD,4B,6000390,2003,2,102003,1020032
7663,38.873477,-77.10479000000001,N GLEBE RD + N PERSHING DR,"10B, 23A, 23B, 23T",6000391,2003,2,102003,1020032
7664,38.873652,-77.089337,ARLINGTON BLVD + FILLMORE ST,4A,6000392,4021,4,101803,1018034
7665,38.873688,-77.140433,WILSON BLVD + N LIVINGSTON ST,"1A, 1B",6000393,2008,2,101200,1012002
7666,38.873805,-77.104939,N GLEBE RD + N PERSHING DR,"10B, 23A, 23B, 23Bv1, 23T",6000397,3004,3,102003,1020033
7667,38.873847,-77.13871800000001,WILSON BLVD + N LIBERTY ST,"1A, 1B",6000398,1000,1,101200,1012001
7668,38.874037,-77.15771099999999,LEESBURG PIKE + HILLWOOD AVE,"28A, 28Av1",6000399,4000,4,450300,4503004
7669,38.874034,-77.138775,WILSON BLVD + N LIBERTY ST,"1A, 1B",6000400,2009,2,101200,1012002
7670,38.874024,-77.15258100000001,ROOSEVELT BLVD + WILSON BLVD,"26A, 3Av1",6000401,2009,2,500300,5003002
7671,38.874223,-77.1047,N PERSHING DR + N QUEBEC ST,4B,6000403,3003,3,102003,1020033
7672,38.874184,-77.10435600000001,N PERSHING DR + N PIEDMONT ST,4B,6000404,3004,3,102003,1020033
7673,38.874232,-77.136682,WILSON BLVD + N LARRIMORE ST,"1A, 1B",6000405,1000,1,101200,1012001
7674,38.874364,-77.136944,WILSON BLVD + N LARRIMORE ST,"1A, 1B",6000407,2009,2,101200,1012002
7675,38.874594,-77.109977,N HENDERSON RD + N THOMAS ST,"22A, 22Av1, 22C",6000408,1002,1,102001,1020011
7676,38.874704,-77.106161,N GLEBE RD + 3RD RD N,"10B, 23A, 23B, 23Bv1, 23T",6000409,3003,3,102003,1020033
7677,38.874691,-77.15884,E BROAD ST + N ROOSEVELT ST,"28A, 28Av1",6000410,2009,2,500300,5003002
7678,38.874718,-77.134529,WILSON BLVD + MANCHESTER ST,"1A, 1B",6000411,1000,1,101200,1012001
7679,38.8747,-77.106488,N GLEBE RD + 3RD RD N,"10B, 23A, 23B, 23T",6000412,2000,2,102003,1020032
7680,38.874868,-77.10984300000001,N HENDERSON RD + N THOMAS ST,"22A, 22C",6000415,2001,2,102001,1020012
7681,38.87527,-77.13260600000001,WILSON BLVD + LEXINGTON ST,"1A, 1B",6000419,2002,2,101300,1013002
7682,38.875518,-77.107325,N GLEBE RD + 4TH ST N,"10B, 23A, 23B, 23Bv1, 23T",6000420,3003,3,102003,1020033
7683,38.875527000000005,-77.107652,N GLEBE RD + 4TH ST N,"10B, 23A, 23B, 23T",6000422,2002,2,102001,1020012
7684,38.875594,-77.10130600000001,N PERSHING DR + N NELSON ST,4B,6000423,2029,2,101900,1019002
7685,38.875616,-77.131023,WILSON BLVD + N KENSINGTON ST,"1A, 1B",6000425,2000,2,101300,1013002
7686,38.875723,-77.160617,E BROAD ST + CHURCH PL,"28A, 28Av1",6000426,2002,2,500300,5003002
7687,38.875802,-77.130943,WILSON BLVD + N KENSINGTON ST,"1A, 1B",6000428,1010,1,101300,1013001
7688,38.875813,-77.161075,E BROAD ST + CHURCH PL,28A,6000429,2023,2,500300,5003002
7689,38.875890000000005,-77.114801,N CARLIN SPRINGS RD + N WAKEFIELD ST,"25B, 25Bv1, 25Bv2",6000430,4011,4,101300,1013004
7690,38.87592,-77.100893,N PERSHING DR + 4TH ST N,4B,6000431,2013,2,101900,1019002
7691,38.876131,-77.108665,N GLEBE RD + HENDERSON RD,"10B, 22A, 22C, 23A, 23B, 23T",6000435,2001,2,102001,1020012
7692,38.87648,-77.10858,N GLEBE RD + QUINCY ST,"10B, 22A, 22Av1, 22C, 23A, 23B, 23Bv1, 23T",6000436,2000,2,102001,1020012
7693,38.876281,-77.153288,ROOSEVELT BLVD + OAKWOOD APTS,"26A, 3Av1",6000437,2011,2,500300,5003002
7694,38.876438,-77.12785500000001,WILSON BLVD + N JEFFERSON ST,"1A, 1B",6000438,5007,5,101300,1013005
7695,38.876523,-77.128052,WILSON BLVD + N JEFFERSON ST,"1A, 1B",6000440,1011,1,101300,1013001
7696,38.876736,-77.1623,E BROAD ST + BUXTON RD,"28A, 28Av1",6000442,2024,2,500300,5003002
7697,38.876925,-77.112665,N CARLIN SPRINGS RD + N THOMAS ST,"25B, 25Bv1, 25Bv2",6000444,2001,2,102001,1020012
7698,38.876914,-77.12648100000001,WILSON BLVD + N HARRISON ST,"1A, 1B",6000445,1005,1,101300,1013001
7699,38.876911,-77.098535,N PERSHING DR + N KENMORE ST,4B,6000446,2028,2,101900,1019002
7700,38.876975,-77.12566600000001,WILSON BLVD + N GREENBRIER ST,"1A, 1B",6000447,5005,5,101300,1013005
7701,38.876934000000006,-77.162931,E BROAD ST + BERRY ST,28A,6000448,1036,1,500300,5003001
7702,38.877246,-77.12517,WILSON BLVD + N GREENBRIER ST,"1A, 1B",6000449,1004,1,101300,1013001
7703,38.877443,-77.097696,N PERSHING DR + N JACKSON ST,4B,6000451,2010,2,101900,1019002
7704,38.877548,-77.123301,WILSON BLVD + N EMERSON ST,"1A, 1B",6000454,5002,5,101300,1013005
7705,38.8777,-77.123551,WILSON BLVD + N FREDERICK ST,"1A, 1B",6000456,1003,1,101300,1013001
7706,38.877758,-77.16428499999999,E BROAD ST + TOLLGATE WAY,28A,6000458,1035,1,500300,5003001
7707,38.878063,-77.121155,WILSON BLVD + N GEORGE MASON DR,"1A, 1B",6000460,5000,5,101300,1013005
7708,38.878045,-77.164439,E BROAD ST + NOLAND ST,"28A, 28Av1",6000461,1009,1,500300,5003001
7709,38.878278,-77.121245,WILSON BLVD + N GEORGE MASON DR,"1A, 1B",6000463,1002,1,101300,1013001
7710,38.878659000000006,-77.109365,N RANDOLPH ST + WILSON BLVD,"10B, 22A, 22C, 23A, 23B, 23T",6000466,1003,1,101403,1014031
7711,38.878653,-77.119624,WILSON BLVD + N BUCHANAN ST,"1A, 1B",6000468,1012,1,101401,1014011
7712,38.878892,-77.186278,S WASHINGTON ST + JACKSON ST,2A,6000471,4013,4,500200,5002004
7713,38.878982,-77.16591899999999,E BROAD ST + N CHERRY ST,"28A, 28Av1",6000472,1009,1,500300,5003001
7714,38.878903,-77.089027,WASHINGTON BLVD + 3RD ST N,16Y,6000473,4007,4,101803,1018034
7715,38.879,-77.18433399999999,S WASHINGTON ST + MARSHALL ST,2A,6000476,4003,4,500200,5002004
7716,38.878983000000005,-77.117661,WILSON BLVD + N ABINGDON ST,"1A, 1B",6000477,4007,4,101300,1013004
7717,38.878878,-77.173316,E ANNANDALE RD + HILLWOOD AVE,"3A, 3Av1",6000478,1021,1,500300,5003001
7718,38.879038,-77.166287,E BROAD ST + S CHERRY ST,28A,6000479,1013,1,500300,5003001
7719,38.879083,-77.182918,S WASHINGTON ST + GREENWAY BLVD,2A,6000480,4002,4,500200,5002004
7720,38.879103,-77.083975,ARLINGTON BLVD + 2ND ST N,4A,6000481,3001,3,101803,1018033
7721,38.879098,-77.117837,WILSON BLVD + N ABINGDON ST,"1A, 1B",6000483,1007,1,101401,1014011
7722,38.879199,-77.180859,S WASHINGTON ST + WESTMORELAND RD,2A,6000484,4000,4,500200,5002004
7723,38.879384,-77.089174,WASHINGTON BLVD + N BRYAN ST,"16Y, 16Yv1",6000487,3005,3,101803,1018033
7724,38.879531,-77.115437,WILSON BLVD + N WAKEFIELD ST,"1A, 1B",6000489,4001,4,101300,1013004
7725,38.879632,-77.1158,WILSON BLVD + N WAKEFIELD ST,"1A, 1B",6000491,1007,1,101401,1014011
7726,38.879643,-77.093086,N PERSHING DR + N GARFIELD ST,4B,6000492,1012,1,101803,1018031
7727,38.879612,-77.092789,N PERSHING DR + N FILLMORE ST,4B,6000493,4002,4,101803,1018034
7728,38.879624,-77.113489,N GLEBE RD + WILSON BLVD,"25B, 25Bv1, 25Bv3",6000494,4000,4,101300,1013004
7729,38.879688,-77.17598000000001,S WASHINGTON ST + TINNERS HILL ST,2A,6000495,1021,1,500300,5003001
7730,38.87977,-77.176328,S WASHINGTON ST + TINNERS HILL ST,2A,6000496,3021,3,500200,5002003
7731,38.880094,-77.167614,E BROAD ST + N FAIRFAX ST,"28A, 28Av1",6000500,1011,1,500300,5003001
7732,38.880252,-77.174392,S WASHINGTON ST + HILLWOOD AVE,2A,6000504,3025,3,500200,5002003
7733,38.880302,-77.173452,S WASHINGTON ST + E ANNANDALE RD,2A,6000506,1020,1,500300,5003001
7734,38.880324,-77.168289,E BROAD ST + E FAIRFAX ST,28A,6000507,1007,1,500300,5003001
7735,38.880606,-77.084295,ARLINGTON BLVD + N PERSHING DR,4A,6000509,3001,3,101803,1018033
7736,38.880614,-77.109245,N RANDOLPH ST + 9TH ST N,"10B, 1A, 1B, 22A, 22C, 23A, 23B, 23T",6000511,3001,3,101403,1014033
7737,38.880586,-77.09071800000001,N PERSHING DR + WASHINGTON BLVD,4B,6000512,4000,4,101803,1018034
7738,38.880904,-77.090282,N PERSHING DR + WASHINGTON BLVD,4B,6000514,1008,1,101803,1018031
7739,38.880866,-77.087378,N BARTON ST + N PERSHING DR,4B,6000515,1006,1,101803,1018031
7740,38.881234,-77.115721,N GLEBE RD + N FAIRFAX DR,"25B, 25Bv1, 25Bv3, 2A, 38B",6000517,1007,1,101401,1014011
7741,38.881139000000005,-77.087285,N BARTON ST + N PERSHING DR,4B,6000518,2001,2,101803,1018032
7742,38.881572,-77.170266,E BROAD ST + S WASHINGTON ST,28A,6000521,1005,1,500300,5003001
7743,38.881684,-77.08409,ARLINGTON BLVD + N PERSHING DR,"16Y, 16Yv1, 4A",6000522,1003,1,103401,1034011
7744,38.881882,-77.171612,S WASHINGTON ST + W BROAD ST,"2A, 3A, 3Av1",6000523,3018,3,500200,5002003
7745,38.881965,-77.114597,N FAIRFAX DR + N VERMONT ST,"23A, 23T",6000524,1001,1,101403,1014031
7746,38.882027,-77.171165,S WASHINGTON ST + E BROAD ST,"2A, 3A, 3Av1",6000525,1005,1,500300,5003001
7747,38.882179,-77.17084100000001,E BROAD ST + N WASHINGTON ST,"28A, 28Av1",6000528,1004,1,500300,5003001
7748,38.882553,-77.155153,N SYCAMORE ST + 17TH ST,"26A, 3Av1",6000532,4011,4,101100,1011004
7749,38.882746000000004,-77.172075,W BROAD ST + S MAPLE AVE,"28A, 3T",6000534,3018,3,500200,5002003
7750,38.883099,-77.172268,W BROAD ST + N MAPLE AVE,"28A, 28Av1, 3T",6000538,1037,1,500100,5001001
7751,38.883134000000005,-77.136026,WASHINGTON BLVD + N KENTUCKY ST,2A,6000542,4005,4,100900,1009004
7752,38.883216,-77.16993199999999,N WASHINGTON ST + PARK AVE,"2A, 3A, 3Av1, 3T",6000543,1036,1,500100,5001001
7753,38.883499,-77.11626700000001,N GLEBE RD + 11TH ST N,"23A, 23T, 2A, 38B",6000544,1009,1,101401,1014011
7754,38.883406,-77.135511,WASHINGTON BLVD + N KENILWORTH ST,2A,6000545,4003,4,100900,1009004
7755,38.883417,-77.137571,WASHINGTON BLVD + PATRICK HENRY DR,2A,6000546,4003,4,100900,1009004
7756,38.883519,-77.134087,WASHINGTON BLVD + N JEFFERSON ST,2A,6000547,3005,3,100900,1009003
